date,location,sales,payment_method
2023-04-19,Barcelona,604,voucher
2023-02-01,Berlin,4513,cryptocurrency
2023-11-30,Toronto,2328,bank transfer
2023-03-10,Bangkok,1808,debit card
2023-07-18,Tokyo,4437,bank transfer
2023-10-28,Istanbul,771,bank transfer
2023-11-25,Barcelona,4614,credit card
2023-07-17,Sydney,4679,debit card
2023-05-22,Barcelona,33,cash
2023-08-21,Toronto,655,cash
2023-10-13,Dubai,4276,debit card
2023-11-09,Amsterdam,1690,voucher
2023-01-17,Berlin,4916,debit card
2023-06-14,Istanbul,4211,mobile payment
2023-04-27,Tokyo,3271,debit card
2023-08-04,Toronto,1967,mobile payment
2023-03-19,Berlin,4294,bank transfer
2023-10-10,Moscow,3812,credit card
2023-12-05,São Paulo,1639,credit card
2023-03-21,Barcelona,1255,debit card
2023-04-21,Barcelona,2943,credit card
2023-03-24,New York,7,debit card
2023-04-09,Sydney,3666,credit card
2023-06-02,São Paulo,4073,mobile payment
2023-12-16,Sydney,2178,credit card
2023-02-15,Sydney,2359,cash
2023-01-05,Amsterdam,915,voucher
2023-09-04,New York,2380,cash
2023-05-30,Mumbai,3658,cryptocurrency
2023-08-23,Cairo,1648,debit card
2023-01-01,Bangkok,2334,voucher
2023-02-15,Cairo,3938,debit card
2023-09-06,Toronto,2298,debit card
2023-02-24,Paris,4717,bank transfer
2023-03-19,Paris,2214,bank transfer
2023-12-15,Moscow,2579,voucher
2023-04-19,Sydney,2576,cryptocurrency
2023-03-02,Amsterdam,1647,cash
2023-10-13,New York,2216,debit card
2023-05-30,Mumbai,1227,voucher
2023-05-30,Sydney,4491,mobile payment
2023-03-14,London,3689,credit card
2023-09-22,Toronto,4879,bank transfer
2023-07-07,New York,1968,mobile payment
2023-04-29,Moscow,1865,cryptocurrency
2023-03-23,Bangkok,222,debit card
2023-02-17,Cairo,436,bank transfer
2023-09-15,Amsterdam,4479,cryptocurrency
2023-04-12,Bangkok,1882,cryptocurrency
2023-02-14,Barcelona,4961,credit card
2023-04-29,Mexico City,464,debit card
2023-03-16,Dubai,3650,bank transfer
2023-12-14,Cairo,2327,voucher
2023-05-26,Bangkok,2454,mobile payment
2023-11-08,Barcelona,3411,credit card
2023-10-21,São Paulo,1849,cash
2023-03-31,Tokyo,3086,voucher
2023-01-10,Paris,730,debit card
2023-04-10,Cairo,1572,credit card
2023-06-30,Moscow,3314,cash
2023-03-10,London,342,mobile payment
2023-03-30,São Paulo,3841,bank transfer
2023-11-01,Mumbai,3289,cash
2023-05-28,London,4939,bank transfer
2023-09-16,São Paulo,2395,debit card
2023-03-13,Lagos,4818,debit card
2023-01-06,Rome,3388,voucher
2023-11-25,Rome,2081,cryptocurrency
2023-12-11,Lagos,809,bank transfer
2023-08-18,Dubai,1018,voucher
2023-12-12,Cairo,1359,voucher
2023-04-12,Tokyo,2076,bank transfer
2023-06-11,Bangkok,3787,cryptocurrency
2023-11-02,Lagos,3291,voucher
2023-07-24,Istanbul,311,debit card
2023-12-16,New York,1584,bank transfer
2023-10-14,Cairo,2237,voucher
2023-10-05,Tokyo,1328,voucher
2023-10-23,Istanbul,306,voucher
2023-05-27,São Paulo,1619,bank transfer
2023-02-12,Toronto,2927,credit card
2023-05-16,Istanbul,759,voucher
2023-02-26,Seoul,3499,voucher
2023-06-19,São Paulo,4671,debit card
2023-04-21,Barcelona,4288,cryptocurrency
2023-11-06,Toronto,1546,mobile payment
2023-02-01,Rome,2764,credit card
2023-04-01,Seoul,3701,cash
2023-11-04,Tokyo,1534,cash
2023-02-21,London,3769,voucher
2023-06-30,Sydney,3252,bank transfer
2023-03-27,Paris,4061,cryptocurrency
2023-05-04,Mumbai,4926,credit card
2023-02-26,New York,3977,cash
2023-11-09,São Paulo,4265,credit card
2023-09-04,Seoul,1898,credit card
2023-03-20,Tokyo,1935,cash
2023-05-17,New York,4064,cryptocurrency
2023-12-03,São Paulo,1680,debit card
2023-03-30,Bangkok,1856,debit card
2023-09-05,Amsterdam,3449,mobile payment
2023-04-03,São Paulo,1490,cash
2023-06-04,Paris,3687,bank transfer
2023-10-18,Mexico City,2265,mobile payment
2023-09-15,Sydney,2458,cash
2023-06-22,Seoul,1192,cryptocurrency
2023-09-25,Barcelona,1458,credit card
2023-07-29,Seoul,1967,mobile payment
2023-01-11,Moscow,4729,mobile payment
2023-10-16,New York,3021,bank transfer
2023-09-26,Seoul,3237,mobile payment
2023-08-16,London,4530,credit card
2023-02-05,Sydney,4887,voucher
2023-09-09,Rome,113,debit card
2023-04-12,Mexico City,2346,cash
2023-05-18,Paris,728,cash
2023-09-05,Seoul,2801,mobile payment
2023-05-28,Dubai,2704,credit card
2023-01-19,Tokyo,985,cryptocurrency
2023-12-17,London,1425,debit card
2023-03-09,Moscow,43,mobile payment
2023-10-05,Mexico City,2537,cash
2023-07-19,Dubai,3796,credit card
2023-07-09,Amsterdam,2483,bank transfer
2023-02-20,Toronto,3844,voucher
2023-12-27,São Paulo,688,voucher
2023-03-03,Lagos,3068,bank transfer
2023-07-12,Tokyo,1366,voucher
2023-04-09,Mumbai,181,cash
2023-06-07,New York,4968,cash
2023-05-22,Mexico City,4967,cash
2023-12-30,Seoul,4358,cryptocurrency
2023-10-02,Toronto,1687,debit card
2023-02-23,Toronto,693,debit card
2023-05-18,Amsterdam,2565,credit card
2023-08-26,Cairo,2530,voucher
2023-03-21,Rome,1727,cryptocurrency
2023-09-21,Berlin,2397,voucher
2023-09-07,Mumbai,2547,cryptocurrency
2023-02-01,Bangkok,1730,debit card
2023-02-24,New York,804,bank transfer
2023-06-18,London,1739,voucher
2023-03-17,Rome,313,bank transfer
2023-12-02,Rome,1745,cryptocurrency
2023-08-22,Dubai,1453,cryptocurrency
2023-11-23,Barcelona,2364,bank transfer
2023-01-03,Berlin,3918,bank transfer
2023-09-09,São Paulo,2902,credit card
2023-02-03,Berlin,2572,debit card
2023-06-19,New York,265,voucher
2023-09-02,Bangkok,2659,mobile payment
2023-06-07,São Paulo,3308,voucher
2023-11-02,Seoul,4184,mobile payment
2023-04-29,Sydney,2241,voucher
2023-02-20,Tokyo,1814,bank transfer
2023-03-03,Rome,1935,credit card
2023-11-22,Istanbul,1244,cash
2023-05-31,Tokyo,4967,bank transfer
2023-05-26,Moscow,2038,bank transfer
2023-09-08,Moscow,1607,credit card
2023-04-27,Rome,4489,debit card
2023-03-16,Seoul,4331,credit card
2023-01-23,New York,123,bank transfer
2023-11-03,Dubai,2814,bank transfer
2023-11-02,Paris,2960,credit card
2023-07-18,Mumbai,4457,debit card
2023-01-18,Seoul,2044,cash
2023-01-08,Cairo,317,voucher
2023-01-30,Seoul,4384,credit card
2023-06-10,Dubai,743,mobile payment
2023-02-18,Lagos,3907,cryptocurrency
2023-12-14,London,3462,cryptocurrency
2023-08-22,Dubai,2783,credit card
2023-01-13,New York,2855,credit card
2023-02-13,Rome,4203,cash
2023-09-27,Rome,2144,bank transfer
2023-02-21,Moscow,1984,cash
2023-10-07,São Paulo,771,cash
2023-01-20,Bangkok,4894,credit card
2023-01-16,London,4346,debit card
2023-06-04,Mumbai,970,cash
2023-03-23,Berlin,2664,cryptocurrency
2023-06-27,Tokyo,2853,credit card
2023-11-12,Tokyo,2934,debit card
2023-06-13,Mexico City,3320,debit card
2023-05-04,Lagos,1225,voucher
2023-06-27,Seoul,2138,voucher
2023-06-06,Berlin,252,mobile payment
2023-05-10,London,1157,mobile payment
2023-11-27,Paris,3106,voucher
2023-09-19,Lagos,1670,bank transfer
2023-11-23,Tokyo,1142,credit card
2023-10-24,Tokyo,245,cryptocurrency
2023-11-14,Barcelona,1657,voucher
2023-11-22,Berlin,1696,debit card
2023-07-31,Tokyo,1073,cash
2023-06-03,Amsterdam,4318,mobile payment
2023-08-02,Rome,177,cash
2023-05-07,Barcelona,1707,cryptocurrency
2023-03-09,Paris,4168,cryptocurrency
2023-05-17,São Paulo,4739,bank transfer
2023-09-02,New York,1555,debit card
2023-10-23,Cairo,435,debit card
2023-06-24,New York,2481,cash
2023-05-23,Istanbul,4123,credit card
2023-06-12,Mumbai,447,cash
2023-10-18,Cairo,4241,mobile payment
2023-04-29,New York,1692,bank transfer
2023-07-13,New York,2794,credit card
2023-10-08,Lagos,2132,mobile payment
2023-04-12,Berlin,4341,debit card
2023-10-28,Lagos,3481,voucher
2023-07-25,Rome,2357,debit card
2023-09-18,Barcelona,3826,voucher
2023-04-13,Rome,1795,voucher
2023-01-07,Moscow,3453,voucher
2023-06-06,Dubai,3528,bank transfer
2023-07-13,Mumbai,3344,credit card
2023-03-26,Berlin,92,mobile payment
2023-04-25,Paris,186,cash
2023-10-23,Lagos,3278,cash
2023-12-15,London,3017,voucher
2023-05-14,Bangkok,2119,debit card
2023-10-25,Seoul,3561,voucher
2023-12-14,Cairo,87,cryptocurrency
2023-07-12,London,4610,cash
2023-03-26,Barcelona,2450,debit card
2023-07-07,São Paulo,685,cryptocurrency
2023-11-28,Mexico City,1750,cash
2023-10-23,Seoul,1876,debit card
2023-01-11,Tokyo,1547,cash
2023-05-31,Seoul,1717,cash
2023-07-22,Rome,1573,cash
2023-03-02,Dubai,1047,cash
2023-12-08,Toronto,2644,cryptocurrency
2023-09-20,Mumbai,2315,cryptocurrency
2023-02-01,Cairo,2629,credit card
2023-04-01,New York,4133,voucher
2023-03-19,Tokyo,3712,bank transfer
2023-03-05,Barcelona,990,bank transfer
2023-08-22,Seoul,3661,debit card
2023-01-06,New York,3340,credit card
2023-06-18,Dubai,840,debit card
2023-07-07,Istanbul,1804,cash
2023-01-08,Mumbai,4992,cash
2023-02-15,Dubai,3058,cash
2023-08-15,Amsterdam,1681,bank transfer
2023-07-12,Lagos,58,debit card
2023-08-19,Mexico City,1345,voucher
2023-10-18,Bangkok,2010,debit card
2023-08-29,Bangkok,4616,cash
2023-10-13,Seoul,2802,credit card
2023-12-10,Berlin,1025,mobile payment
2023-04-13,Bangkok,1788,cash
2023-11-29,Sydney,2817,cash
2023-07-03,Tokyo,789,debit card
2023-12-09,Seoul,1917,bank transfer
2023-02-05,Moscow,4302,cryptocurrency
2023-04-20,Sydney,1791,cash
2023-10-07,Sydney,3076,cryptocurrency
2023-11-04,Sydney,1498,voucher
2023-05-16,Lagos,524,debit card
2023-10-27,New York,2022,cryptocurrency
2023-08-19,Amsterdam,3021,bank transfer
2023-12-09,Lagos,1557,mobile payment
2023-12-23,Cairo,4443,cash
2023-06-15,Mexico City,1812,mobile payment
2023-08-08,Lagos,795,cryptocurrency
2023-01-01,Berlin,2221,bank transfer
2023-01-07,Toronto,1653,mobile payment
2023-06-06,Paris,4435,mobile payment
2023-08-28,Bangkok,4887,bank transfer
2023-03-10,Lagos,2651,credit card
2023-03-11,Cairo,993,mobile payment
2023-11-05,Dubai,2188,voucher
2023-09-28,Mexico City,1186,cash
2023-03-26,Barcelona,1109,cryptocurrency
2023-11-04,São Paulo,2866,credit card
2023-11-06,Amsterdam,4009,debit card
2023-07-04,Berlin,1620,cash
2023-01-04,Mexico City,4067,credit card
2023-10-08,Moscow,4161,voucher
2023-06-07,Berlin,2541,bank transfer
2023-01-09,Mumbai,3641,bank transfer
2023-01-11,Moscow,4527,voucher
2023-04-25,Tokyo,804,bank transfer
2023-06-24,Mexico City,3903,debit card
2023-07-17,Bangkok,733,mobile payment
2023-05-26,Mumbai,2222,voucher
2023-01-25,Cairo,489,credit card
2023-02-28,São Paulo,1016,credit card
2023-02-14,Rome,3228,mobile payment
2023-03-20,Bangkok,4194,cash
2023-07-11,Amsterdam,3279,cryptocurrency
2023-03-24,Sydney,2056,debit card
2023-08-19,São Paulo,3503,cryptocurrency
2023-09-15,Tokyo,2904,cryptocurrency
2023-03-15,Mexico City,1170,bank transfer
2023-04-11,Berlin,3062,mobile payment
2023-06-14,Barcelona,3855,mobile payment
2023-04-04,Lagos,4782,mobile payment
2023-06-08,Toronto,791,debit card
2023-04-20,Amsterdam,3334,cash
2023-08-08,Tokyo,2974,bank transfer
2023-06-09,Dubai,2199,cryptocurrency
2023-03-08,São Paulo,597,mobile payment
2023-07-13,Toronto,3149,cryptocurrency
2023-11-22,Tokyo,963,bank transfer
2023-06-01,Amsterdam,2631,mobile payment
2023-05-12,Rome,2949,cryptocurrency
2023-03-17,Toronto,2311,cash
2023-12-26,Barcelona,3701,mobile payment
2023-06-09,Mexico City,1864,mobile payment
2023-05-21,Amsterdam,2679,voucher
2023-10-12,Dubai,3818,debit card
2023-06-02,Toronto,355,mobile payment
2023-11-18,Bangkok,3992,mobile payment
2023-06-09,Istanbul,56,bank transfer
2023-12-15,Amsterdam,3285,mobile payment
2023-03-26,Bangkok,4349,cryptocurrency
2023-08-10,Mexico City,4562,cryptocurrency
2023-04-07,Cairo,4690,credit card
2023-04-24,Barcelona,239,cash
2023-04-08,Tokyo,874,credit card
2023-05-16,Mumbai,849,mobile payment
2023-12-11,Seoul,1857,mobile payment
2023-03-16,Cairo,4550,credit card
2023-08-03,Berlin,21,voucher
2023-09-27,São Paulo,4604,debit card
2023-09-11,Berlin,345,bank transfer
2023-08-14,London,4641,mobile payment
2023-12-23,New York,2639,cash
2023-02-06,Barcelona,3734,debit card
2023-02-10,Seoul,1305,debit card
2023-09-18,Seoul,2963,debit card
2023-07-15,Mexico City,4025,mobile payment
2023-04-14,Rome,1460,voucher
2023-05-18,Mumbai,1118,debit card
2023-03-07,Rome,1939,debit card
2023-01-16,Sydney,4755,debit card
2023-10-23,Tokyo,382,mobile payment
2023-03-04,Seoul,915,debit card
2023-02-16,Dubai,4088,voucher
2023-05-18,Sydney,2514,debit card
2023-08-21,Cairo,2435,voucher
2023-01-26,Tokyo,3227,cryptocurrency
2023-03-11,Toronto,2756,mobile payment
2023-08-02,Rome,2275,credit card
2023-08-11,Paris,2850,mobile payment
2023-06-07,Toronto,2447,credit card
2023-05-28,Paris,1821,cash
2023-11-15,Cairo,1867,bank transfer
2023-11-01,Seoul,1050,credit card
2023-09-25,Istanbul,2217,bank transfer
2023-01-08,Rome,4879,cryptocurrency
2023-06-09,Lagos,1758,debit card
2023-12-08,Amsterdam,4336,credit card
2023-09-15,Lagos,2493,voucher
2023-05-30,Cairo,2097,cash
2023-11-09,Toronto,4424,mobile payment
2023-08-06,Dubai,926,cryptocurrency
2023-02-06,Berlin,1279,bank transfer
2023-09-01,Tokyo,4950,voucher
2023-04-30,São Paulo,685,bank transfer
2023-08-22,Moscow,920,cryptocurrency
2023-05-14,Barcelona,1756,cryptocurrency
2023-12-17,New York,3528,credit card
2023-09-13,Dubai,985,cryptocurrency
2023-02-21,Dubai,3284,mobile payment
2023-11-17,Moscow,2280,voucher
2023-01-28,Seoul,2393,mobile payment
2023-09-23,Toronto,2884,voucher
2023-12-27,Tokyo,786,cash
2023-12-04,Toronto,3106,mobile payment
2023-03-17,Bangkok,4032,credit card
2023-01-25,London,4555,cryptocurrency
2023-09-30,Istanbul,136,voucher
2023-10-23,Dubai,2207,debit card
2023-03-14,Berlin,2097,cash
2023-01-03,Tokyo,3690,bank transfer
2023-02-10,Moscow,1807,cryptocurrency
2023-04-03,Barcelona,3223,debit card
2023-12-23,Tokyo,1146,debit card
2023-09-05,Rome,2611,credit card
2023-10-08,London,2101,cash
2023-01-21,São Paulo,230,cryptocurrency
2023-04-27,Bangkok,2419,cryptocurrency
2023-06-25,Moscow,3607,voucher
2023-08-26,Toronto,41,debit card
2023-11-06,São Paulo,46,credit card
2023-06-29,London,3916,cash
2023-04-05,Dubai,3227,cryptocurrency
2023-11-21,Dubai,4745,mobile payment
2023-10-02,Mumbai,3309,credit card
2023-12-09,Rome,173,voucher
2023-10-26,Seoul,2782,voucher
2023-01-07,Moscow,3002,bank transfer
2023-06-04,Moscow,1214,credit card
2023-02-27,Barcelona,475,voucher
2023-07-11,Amsterdam,2784,cash
2023-12-31,Sydney,148,bank transfer
2023-02-04,Cairo,3403,credit card
2023-08-05,New York,2547,mobile payment
2023-04-30,Rome,2112,voucher
2023-07-26,London,4853,cryptocurrency
2023-06-13,Barcelona,251,credit card
2023-04-03,São Paulo,2128,debit card
2023-11-07,Lagos,2101,cash
2023-09-17,Istanbul,1746,cryptocurrency
2023-11-24,Lagos,790,mobile payment
2023-11-01,Sydney,2926,voucher
2023-06-27,Mumbai,2951,credit card
2023-09-08,Berlin,2718,credit card
2023-02-24,Bangkok,3984,mobile payment
2023-05-28,London,4521,credit card
2023-05-04,Paris,2498,cash
2023-10-14,Bangkok,418,cash
2023-04-30,London,3500,voucher
2023-11-09,Cairo,2431,cash
2023-03-24,Berlin,4786,mobile payment
2023-03-12,London,3066,voucher
2023-08-17,Cairo,2041,debit card
2023-06-07,Bangkok,2389,debit card
2023-11-20,London,2096,cryptocurrency
2023-05-04,London,2690,debit card
2023-07-26,Sydney,801,cryptocurrency
2023-11-06,Sydney,1687,bank transfer
2023-12-08,Tokyo,3840,cryptocurrency
2023-08-02,Moscow,1051,debit card
2023-03-13,Seoul,2783,bank transfer
2023-06-10,Tokyo,1123,cash
2023-04-17,Bangkok,2099,mobile payment
2023-07-19,Berlin,2940,cryptocurrency
2023-04-10,Amsterdam,913,cryptocurrency
2023-02-23,Lagos,3483,credit card
2023-01-05,Paris,693,voucher
2023-07-24,Istanbul,7,mobile payment
2023-02-19,Lagos,1725,cash
2023-03-18,Amsterdam,2615,bank transfer
2023-08-03,São Paulo,3242,cryptocurrency
2023-06-17,New York,3141,mobile payment
2023-05-02,Sydney,2196,cryptocurrency
2023-08-02,Rome,3964,voucher
2023-05-11,New York,1798,cryptocurrency
2023-03-26,Seoul,121,mobile payment
2023-05-18,Moscow,3348,voucher
2023-05-24,Berlin,3235,cash
2023-07-18,Toronto,4030,credit card
2023-04-16,Rome,3806,debit card
2023-08-03,Toronto,370,debit card
2023-10-31,Tokyo,1567,cryptocurrency
2023-10-31,Bangkok,4339,credit card
2023-03-13,Cairo,4838,debit card
2023-01-21,New York,2484,debit card
2023-05-13,Dubai,266,debit card
2023-01-12,Amsterdam,54,debit card
2023-11-20,Dubai,2824,debit card
2023-02-19,Bangkok,2442,mobile payment
2023-12-17,New York,3905,debit card
2023-04-02,Bangkok,516,credit card
2023-05-20,Tokyo,2753,mobile payment
2023-07-22,London,3041,bank transfer
2023-06-13,Istanbul,4552,cash
2023-05-11,Mumbai,3294,bank transfer
2023-01-28,Barcelona,2072,debit card
2023-09-12,Moscow,1085,cash
2023-07-28,Seoul,3581,bank transfer
2023-10-06,Tokyo,2021,credit card
2023-10-21,São Paulo,1069,voucher
2023-08-20,Toronto,319,cash
2023-05-31,Berlin,1037,credit card
2023-11-19,Paris,2658,cash
2023-05-19,Cairo,2211,credit card
2023-05-05,Paris,2262,debit card
2023-10-13,Mumbai,428,cryptocurrency
2023-01-29,Mumbai,3881,voucher
2023-02-25,São Paulo,4360,credit card
2023-10-18,Istanbul,283,voucher
2023-12-28,Barcelona,2915,credit card
2023-12-25,Cairo,3461,mobile payment
2023-05-26,Dubai,3866,bank transfer
2023-08-18,Paris,3799,cash
2023-05-05,Bangkok,3033,cryptocurrency
2023-02-18,New York,3907,cryptocurrency
2023-06-30,Mumbai,1300,credit card
2023-11-12,Berlin,5000,voucher
2023-05-15,Paris,4515,debit card
2023-09-22,Mexico City,2137,mobile payment
2023-08-26,Istanbul,3948,bank transfer
2023-09-20,Seoul,4532,credit card
2023-09-15,Berlin,2060,debit card
2023-07-01,Rome,2047,bank transfer
2023-10-18,Rome,2661,cash
2023-01-10,Rome,591,voucher
2023-01-07,Tokyo,424,voucher
2023-07-22,London,2836,credit card
2023-09-17,Dubai,291,cryptocurrency
2023-04-20,Berlin,1777,voucher
2023-07-10,Mexico City,378,voucher
2023-09-05,Toronto,2154,mobile payment
2023-12-17,Seoul,3130,debit card
2023-12-25,Berlin,3416,cash
2023-04-21,Cairo,4508,debit card
2023-04-26,Rome,488,credit card
2023-11-28,Amsterdam,3979,bank transfer
2023-11-02,Mumbai,3036,cryptocurrency
2023-02-08,Mexico City,4236,mobile payment
2023-02-23,London,953,voucher
2023-07-06,Istanbul,2280,credit card
2023-11-15,Istanbul,2585,credit card
2023-04-20,Amsterdam,3686,credit card
2023-08-12,Sydney,491,debit card
2023-02-02,São Paulo,2547,mobile payment
2023-09-09,Moscow,4446,debit card
2023-12-20,London,4074,credit card
2023-12-13,Cairo,4375,credit card
2023-06-06,Mexico City,4066,voucher
2023-08-27,Amsterdam,1288,debit card
2023-06-07,Moscow,3883,cash
2023-08-19,Rome,3725,mobile payment
2023-11-14,Moscow,2,mobile payment
2023-08-05,Mexico City,3746,cryptocurrency
2023-07-14,Toronto,3066,cryptocurrency
2023-02-18,Lagos,2674,cash
2023-11-27,Sydney,3496,bank transfer
2023-11-15,Barcelona,2249,cryptocurrency
2023-09-21,Berlin,2860,credit card
2023-03-04,Tokyo,1446,credit card
2023-02-07,Bangkok,3196,cryptocurrency
2023-07-14,Berlin,4267,cash
2023-04-07,Sydney,1577,debit card
2023-12-20,São Paulo,1569,credit card
2023-04-07,Berlin,2805,voucher
2023-04-03,Tokyo,1074,credit card
2023-02-06,Paris,1476,voucher
2023-08-05,Berlin,3521,bank transfer
2023-12-06,Dubai,4838,mobile payment
2023-08-14,Dubai,717,cryptocurrency
2023-05-20,Sydney,3809,cash
2023-09-27,Toronto,1345,bank transfer
2023-08-22,Toronto,2335,bank transfer
2023-10-30,São Paulo,720,cash
2023-03-23,Bangkok,4133,cryptocurrency
2023-08-04,Amsterdam,2420,credit card
2023-08-12,Tokyo,3994,cash
2023-05-12,Mexico City,4282,debit card
2023-11-15,Istanbul,1750,bank transfer
2023-03-22,Rome,2158,cash
2023-01-20,Rome,2528,cryptocurrency
2023-06-27,São Paulo,4663,mobile payment
2023-01-03,Lagos,3113,cryptocurrency
2023-03-10,Rome,4738,voucher
2023-12-07,Istanbul,4735,credit card
2023-08-13,London,197,debit card
2023-11-14,Bangkok,174,credit card
2023-11-21,Cairo,4076,mobile payment
2023-03-05,Istanbul,4166,debit card
2023-08-23,Paris,678,voucher
2023-02-21,Paris,865,cash
2023-09-26,Bangkok,1708,credit card
2023-09-03,São Paulo,1666,bank transfer
2023-04-19,Cairo,3083,mobile payment
2023-07-15,São Paulo,4155,mobile payment
2023-08-16,Sydney,2288,cryptocurrency
2023-01-11,Bangkok,3879,debit card
2023-11-02,Toronto,1220,cash
2023-06-16,Dubai,5,credit card
2023-10-27,Cairo,2594,credit card
2023-06-05,Mexico City,3487,credit card
2023-07-28,Dubai,4238,credit card
2023-08-11,Tokyo,2723,cryptocurrency
2023-01-26,Berlin,215,cash
2023-08-20,New York,2862,cryptocurrency
2023-08-04,Barcelona,22,mobile payment
2023-06-29,São Paulo,2229,debit card
2023-10-30,Bangkok,362,bank transfer
2023-11-30,Moscow,2734,bank transfer
2023-10-14,Istanbul,2407,cash
2023-02-08,Mumbai,2832,cash
2023-08-14,Amsterdam,1279,voucher
2023-08-23,Istanbul,2577,voucher
2023-03-16,Paris,4609,bank transfer
2023-05-24,Mumbai,4863,mobile payment
2023-10-26,Barcelona,2489,cash
2023-12-10,Berlin,253,debit card
2023-12-12,São Paulo,1319,voucher
2023-03-12,Berlin,125,cash
2023-06-18,Seoul,2023,cryptocurrency
2023-12-08,New York,3501,cash
2023-10-19,Berlin,3418,cash
2023-08-27,London,1011,cash
2023-03-25,Dubai,1069,cryptocurrency
2023-12-13,London,21,debit card
2023-02-11,Tokyo,4908,debit card
2023-12-30,Rome,925,cryptocurrency
2023-10-22,Istanbul,2513,bank transfer
2023-05-23,Istanbul,1416,credit card
2023-03-05,London,522,voucher
2023-09-22,Mumbai,3967,mobile payment
2023-07-29,Rome,71,cash
2023-04-26,Barcelona,2866,credit card
2023-07-20,Berlin,688,bank transfer
2023-05-03,Barcelona,3115,cryptocurrency
2023-06-10,Toronto,940,bank transfer
2023-03-13,São Paulo,2482,cash
2023-05-04,Seoul,3979,debit card
2023-08-26,Toronto,1759,debit card
2023-02-09,Sydney,4265,mobile payment
2023-04-26,Paris,2629,mobile payment
2023-05-24,New York,2743,debit card
2023-11-24,Mumbai,2821,cash
2023-04-09,Sydney,1052,cryptocurrency
2023-11-14,Moscow,3867,debit card
2023-07-19,Rome,2947,cash
2023-03-13,Amsterdam,50,cryptocurrency
2023-03-12,New York,2844,bank transfer
2023-04-27,Mumbai,1649,debit card
2023-04-19,New York,4464,cryptocurrency
2023-03-20,Moscow,1630,debit card
2023-05-26,Lagos,1838,debit card
2023-07-27,Istanbul,476,credit card
2023-06-17,Rome,3173,mobile payment
2023-11-13,Amsterdam,1661,cryptocurrency
2023-03-04,Rome,2426,voucher
2023-04-22,São Paulo,3556,mobile payment
2023-12-18,Istanbul,903,debit card
2023-08-28,Seoul,1178,cash
2023-07-01,Barcelona,4386,cryptocurrency
2023-02-28,Istanbul,4909,credit card
2023-07-19,Dubai,1099,cryptocurrency
2023-11-07,Toronto,3832,debit card
2023-03-22,Cairo,1501,cryptocurrency
2023-07-09,Cairo,3186,cash
2023-03-17,Toronto,1930,voucher
2023-07-28,Tokyo,3822,cash
2023-02-10,Sydney,3845,voucher
2023-01-30,Barcelona,4762,debit card
2023-11-18,New York,3975,cash
2023-07-22,Paris,2566,voucher
2023-07-18,Lagos,4914,bank transfer
2023-05-17,Mumbai,281,debit card
2023-06-07,Seoul,625,debit card
2023-02-11,Tokyo,248,debit card
2023-04-05,London,1106,debit card
2023-04-16,Rome,2618,credit card
2023-01-12,Bangkok,4193,debit card
2023-02-25,Cairo,238,debit card
2023-08-27,Paris,1708,cash
2023-01-20,Seoul,1394,voucher
2023-03-18,Dubai,1394,credit card
2023-01-03,Barcelona,1450,voucher
2023-03-25,Istanbul,1945,bank transfer
2023-10-22,Istanbul,4221,voucher
2023-06-11,Toronto,4695,credit card
2023-10-07,Istanbul,4942,cryptocurrency
2023-09-28,Tokyo,4808,bank transfer
2023-05-24,Istanbul,515,cryptocurrency
2023-04-04,São Paulo,246,voucher
2023-01-27,Moscow,1581,cryptocurrency
2023-04-16,Tokyo,4896,voucher
2023-08-14,London,28,cash
2023-07-07,Sydney,373,mobile payment
2023-03-18,Berlin,4013,voucher
2023-06-05,Seoul,1245,cryptocurrency
2023-03-28,Dubai,848,voucher
2023-02-07,London,4821,cash
2023-11-21,São Paulo,47,cash
2023-01-20,Sydney,2871,voucher
2023-06-05,Mumbai,4157,voucher
2023-01-16,Lagos,2513,bank transfer
2023-09-15,Paris,2726,bank transfer
2023-10-30,São Paulo,1687,debit card
2023-03-21,Amsterdam,4139,credit card
2023-07-04,Seoul,4100,credit card
2023-02-10,Barcelona,3072,cryptocurrency
2023-04-03,Mumbai,3525,bank transfer
2023-08-14,Cairo,2508,cryptocurrency
2023-04-22,Barcelona,2494,mobile payment
2023-07-13,Amsterdam,3783,credit card
2023-12-26,Berlin,4131,credit card
2023-02-01,Sydney,3397,cash
2023-03-05,Mumbai,3411,cash
2023-01-01,Lagos,2955,voucher
2023-06-14,Rome,2951,debit card
2023-04-20,Barcelona,1080,bank transfer
2023-01-26,Bangkok,4977,voucher
2023-10-13,Moscow,2128,cash
2023-05-23,Cairo,3484,cash
2023-09-18,Cairo,3487,bank transfer
2023-06-09,Seoul,559,debit card
2023-02-15,Dubai,3375,bank transfer
2023-06-02,Dubai,3854,mobile payment
2023-08-22,Tokyo,2202,cryptocurrency
2023-02-25,London,1387,mobile payment
2023-02-05,Bangkok,4986,credit card
2023-11-24,Amsterdam,1595,cash
2023-05-27,Berlin,2207,bank transfer
2023-04-06,Lagos,2878,credit card
2023-12-22,Lagos,391,voucher
2023-08-02,Mexico City,991,credit card
2023-04-15,Mumbai,1821,debit card
2023-04-18,Paris,3961,cash
2023-09-24,Mumbai,2255,credit card
2023-02-20,Berlin,2579,credit card
2023-06-08,Toronto,4314,mobile payment
